ID;Correct_Word;Error_Word;Damerau-Lenventein_Distance;Correct_Word_Freq;Error_Word_ Freq;Correct_Word_Lenght;Error_Word_Lenght;Error_postion;Syllable_Error_position;Correct-word-syllables;correct_syllable;Error_Type;Real_World_Error;First-Letter;Last-Letter;Correct_Letter;Error_Letter;Mirror_correct_letter;Mirror_error_letter;Rotation_correct_letter;Rotation_error_letter;Fuzzy_correct_letters;Fuzzy_error_letter;Error_Phonetic_Feature;;;;;;;;;;;;;;;;;;;;;
410;Rei_verschluss;Reisferschlos;4;8.150.000;1;14;13;-;-;-;-;multierror;NO;NO;YES;"_;v;u;s";"s;v;o";"N;Y;Y;N";"N;Y;N";"N;N;N;N";"N;N;N";"N;Y;Y;N";"N;Y;Y";-;;;;;;;;;;;;;;;;;;;;;
411;Rei_verschluss;Reisverschluss;1;8.150.000;387;14;14;4;1;1;CVVC;substitution;NO;NO;NO;_;s;N;N;N;N;N;N;__word;;;;;;;;;;;;;;;;;;;;;
412;Rei_verschluss;Rei_ferschluss;1;8.150.000;994;14;14;5;2;2;CVC;substitution;NO;NO;NO;v;f;Y;N;N;N;Y;N;-;;;;;;;;;;;;;;;;;;;;;
413;Rei_verschluss;Rei_verschloss;1;8.150.000;3.8;14;14;12;3;3;CCCCVCC;substitution;NO;NO;NO;u;s;Y;N;N;N;Y;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
414;Rei_verschluss;Rei_verschlus;1;8.150.000;70.4;14;13;15;3;3;CCCCVCC;omission;NO;NO;YES;s;-;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
415;Geburtstagsgeschenk;Geburstagegecheng;4;739;0;19;17;-;-;-;-;multierror;NO;NO;YES;"t;s;s;k";"e;g";"N;N;N;N";"N;N";"N;N;N;N";"N;Y";"N;N;N;N";"N;Y";-;;;;;;;;;;;;;;;;;;;;;
416;Geburtstagsgeschenk;Geburstagsgeschenk;1;739;15.4;19;18;6;2;2;CVCCC;omission;NO;NO;NO;t;-;N;N;N;N;N;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
417;Geburtstagsgeschenk;Geburtstagegeschenk;1;739;1.1;19;19;11;3;3;CVCC;substitution;NO;NO;NO;s;e;N;N;N;N;N;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
418;Geburtstagsgeschenk;Geburtstagsgechenk;1;739;585;19;18;14;5;5;CCCVCC;omission;NO;NO;NO;s;-;N;N;N;N;N;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
419;Geburtstagsgeschenk;Geburtstagsgescheng;1;739;394;19;19;19;5;5;CCCVCC;substitution;NO;NO;YES;k;g;N;N;N;Y;N;Y;derivation;;;;;;;;;;;;;;;;;;;;;
420;Fernsehprogramm;Fernseprogrram;3;628;0;15;14;-;-;-;-;multierror;NO;NO;YES;"h;m";r;"N;Y";N;"Y;N";N;"Y;Y";N;-;;;;;;;;;;;;;;;;;;;;;
421;Fernsehprogramm;Fernseprogramm;1;628;1.16;15;14;7;2;2;CVC;omission;NO;NO;NO;h;-;N;N;Y;N;Y;N;derivation;;;;;;;;;;;;;;;;;;;;;
422;Fernsehprogramm;Fernsehprogrramm;1;628;64;15;16;12;4;4;CCVCC;addition;NO;NO;NO;-;r;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
423;Fernsehprogramm;Fernsehprogram;1;628;8.11;15;14;15;4;4;CCVCC;omission;NO;NO;YES;m;-;Y;N;N;N;Y;N;double_consonant;;;;;;;;;;;;;;;;;;;;;
424;Grab;grab;1;18.000.000;18.000.000;4;4;1;1;1;CCVC;capital_letter;NO;YES;NO;G;g;N;N;N;Y;N;Y;-;;;;;;;;;;;;;;;;;;;;;
425;Spinnennetz;Spinnennes;2;450;10;11;10;-;-;-;-;multierror;NO;NO;YES;"t;z";s;"N;N";N;"N;N";N;"N;N";N;-;;;;;;;;;;;;;;;;;;;;;
426;Spinnennetz;Spinnennets;1;450;53;11;11;11;3;3;CVCC;substitution;NO;NO;YES;z;s;N;N;N;N;N;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
427;Spinnennetz;Spinnennesz;1;450;2;11;11;10;3;3;CVCC;substitution;NO;NO;NO;t;s;N;N;N;N;N;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
428;Spinnennetz;Spinnennestz;1;450;4;11;12;10;3;3;CVCC;addition;NO;NO;NO;-;s;N;N;N;N;N;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
429;Spinnennetz;Spinnennetzs;1;450;70;11;12;12;3;3;CVCC;addition;NO;NO;YES;-;s;N;N;N;N;N;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
430;reagiert;reagirt;1;13.700.000;42.7;8;7;6;2;2;VCVV;omission;NO;NO;NO;e;-;N;N;N;N;N;N;lengthening;;;;;;;;;;;;;;;;;;;;;
431;verschieben;verschiben;1;13.200.000;5.07;11;10;8;2;2;CCCVV;omission;NO;NO;NO;e;-;N;N;N;N;N;N;lengthening;;;;;;;;;;;;;;;;;;;;;
432;gesellt;geselt;1;534;5.26;7;6;5;2;2;CVCCC;omission;NO;NO;NO;l;-;N;N;N;N;N;N;double_consonant;;;;;;;;;;;;;;;;;;;;;
433;trauerten;Trauerten;1;67.4;67.4;9;9;1;1;1;CCVV;no_capital_letter;NO;YES;NO;t;T;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
434;Torwart;Torward;1;5.630.000;5.25;7;7;7;2;2;CVCC;substitution;NO;NO;YES;t;d;N;Y;N;Y;N;Y;derivation;;;;;;;;;;;;;;;;;;;;;
435;Torwandschie_en;Torwandschiesen;1;218;393;15;15;13;4;4;CCCVV;substitution;NO;NO;NO;_;s;N;N;N;N;N;N;__word;;;;;;;;;;;;;;;;;;;;;
436;Schiedsrichter;Schisrechter;3;9.520.000;0;14;12;-;-;-;-;multierror;NO;NO;NO;"e;d;e";"e;d;e";"N;Y;N";"N;Y;N";"N;Y;N";"N;Y;N";"N;Y;N";"N;Y;N";-;;;;;;;;;;;;;;;;;;;;;
437;Schiedsrichter;Schidsrichter;1;9.520.000;3.02;14;13;5;1;1;CCCVVCC;omission;NO;NO;NO;e;-;N;N;N;N;N;N;lengthening;;;;;;;;;;;;;;;;;;;;;
438;Schiedsrichter;Schiesrichter;1;9.520.000;1.74;14;13;6;1;1;CCCVVCC;omission;NO;NO;NO;d;-;Y;N;Y;N;Y;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
439;Schiedsrichter;Schiedsrechter;1;9.520.000;522;14;14;9;2;2;CVCC;substitution;NO;NO;NO;i;e;N;N;N;N;N;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
440;Schiedsrichter;schidsricher;3;9.520.000;17;14;12;-;-;-;-;multierror;NO;YES;NO;"S;e;t";"s;e";"N;N;N";"N;N";"N;N;N";"N;N";"N;N;N";"N;N";-;;;;;;;;;;;;;;;;;;;;;
441;Schiedsrichter;schiedsrichter;1;9.520.000;9.510.000;14;14;1;1;1;CCCVVCC;capital_letter;NO;NO;NO;S;s;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
442;Schiedsrichter;Schiedsricher;1;9.520.000;9.54;14;13;11;3;3;CVC;omission;NO;NO;NO;t;-;N;N;N;N;N;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
443;dauernd;dauernt;1;4.950.000;142;7;7;7;2;2;VCCC;substitution;NO;NO;YES;d;t;Y;N;Y;N;Y;N;derivation;;;;;;;;;;;;;;;;;;;;;
444;doofe;Dove;3;565;8.520.000;5;4;-;-;-;-;multierror;NO;YES;NO;"d;o;v";"D;v";"Y;N;Y";"N;Y";"Y;N;N";"N;N";"Y;Y;Y";"N;Y";-;;;;;;;;;;;;;;;;;;;;;
445;doofe;Doofe;1;565;565;5;5;1;1;1;CVVCV;no_capital_letter;NO;YES;NO;d;D;Y;N;Y;N;Y;N;-;;;;;;;;;;;;;;;;;;;;;
446;doofe;dofe;1;565;27.5;5;4;2;1;1;CVVCV;omission;NO;NO;NO;o;-;N;N;N;N;Y;N;lengthening;;;;;;;;;;;;;;;;;;;;;
447;doofe;doove;1;565;5.16;5;5;4;2;1;CVVCV;substitution;NO;NO;NO;f;v;N;Y;N;N;N;Y;-;;;;;;;;;;;;;;;;;;;;;
448;Computer;Commputer;1;208.000.000;2.75;8;9;3;1;1;CVC;addition;NO;NO;NO;-;m;N;Y;N;N;N;Y;-;;;;;;;;;;;;;;;;;;;;;
449;kaputt;kaput;1;15.200.000;436;6;5;5;2;2;CVCC;omission;NO;NO;YES;t;-;N;N;N;N;N;N;double_consonant;;;;;;;;;;;;;;;;;;;;;
450;pflegt;flegt;1;6.040.000;53.8;6;5;1;1;1;CCCVCC;omission;NO;NO;NO;p;-;Y;N;Y;N;Y;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
451;Tiger;Tieger;1;24.800.000;145;5;6;3;1;1;CV;addition;NO;NO;NO;-;e;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
452;Geschichten;gechichten;2;30.100.000;25.4;11;10;-;-;-;-;multierror;NO;YES;NO;"G;s";-;"N;N";N;"N;N";N;"N;N";N;-;;;;;;;;;;;;;;;;;;;;;
453;Geschichten;geschichten;1;30.100.000;30.100.000;11;11;1;1;1;CV;capital_letter;NO;YES;NO;G;g;N;N;N;Y;N;Y;-;;;;;;;;;;;;;;;;;;;;;
454;Geschichten;Gechichten;1;30.100.000;25.4;11;10;3;2;2;CCCVCC;omission;NO;NO;NO;s;-;N;N;N;N;N;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
455;erz_hlen;_rz_len;2;16.700.000;44;8;7;-;-;-;-;multierror;NO;YES;NO;"e;h";_;"N;N";N;"N;Y";N;"N;Y";Y;-;;;;;;;;;;;;;;;;;;;;;
456;erz_hlen;_rz_hlen;1;16.700.000;202;8;8;1;1;1;VC;substitution;NO;YES;NO;e;_;N;N;N;N;N;Y;sound_sequence;;;;;;;;;;;;;;;;;;;;;
457;erz_hlen;erz_len;1;16.700.000;19.3;8;7;5;2;2;CVC;omission;NO;NO;NO;h;-;N;N;Y;N;Y;N;lengthening;;;;;;;;;;;;;;;;;;;;;
458;erz_hlt;erzehlt;1;16.700.000;23.5;7;7;4;2;2;CVC;substitution;NO;NO;NO;_;e;N;N;N;N;Y;N;derivation;;;;;;;;;;;;;;;;;;;;;
459;mutig;muttig;1;4.040.000;2.27;5;6;3;1;1;CVC;addition;NO;NO;NO;-;t;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
460;niemand;nimmand;1;62.800.000;6.63;7;7;-;-;-;-;multierror;NO;NO;NO;e;m;N;Y;N;N;N;Y;-;;;;;;;;;;;;;;;;;;;;;
461;niemand;nimand;1;62.800.000;44.2;7;6;3;1;1;CVV;omission;NO;NO;NO;e;-;N;N;N;N;N;N;lengthening;;;;;;;;;;;;;;;;;;;;;
462;niemand;niemmand;1;62.800.000;1.71;7;8;4;2;2;CVCC;addition;NO;NO;NO;-;m;N;Y;N;N;N;Y;-;;;;;;;;;;;;;;;;;;;;;
463;frôhstôcken;frôchtugen;5;2.370.000;0;11;10;-;-;-;-;multierror;NO;NO;NO;"s;ô;c;k";"c;u;g";"N;N;N;N";"N;Y;N";"N;N;N;N";"N;N;Y";"N;N;N;N";"N;Y;Y";-;;;;;;;;;;;;;;;;;;;;;
464;frôhstôcken;frôchstôcken;1;2.370.000;1.54;11;12;4;1;1;CCVC;addition;NO;NO;NO;-;c;N;N;N;N;N;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
465;frôhstôcken;frôhtôcken;1;2.370.000;1.92;11;10;5;2;2;CCV;omission;NO;NO;NO;s;-;N;N;N;N;N;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
466;frôhstôcken;frôhstucken;1;2.370.000;6.35;11;11;7;2;2;CCV;substitution;NO;NO;NO;ô;u;N;Y;N;N;N;Y;sound_sequence;;;;;;;;;;;;;;;;;;;;;
467;frôhstôcken;frôhstôcgen;1;2.370.000;3;11;11;9;3;3;CCVC;substitution;NO;NO;NO;k;g;N;N;N;Y;N;Y;-;;;;;;;;;;;;;;;;;;;;;
468;frôhstôcken;frôhstôgken;1;2.370.000;5;11;11;8;3;3;CCVC;substitution;NO;NO;NO;c;g;N;N;N;Y;N;Y;-;;;;;;;;;;;;;;;;;;;;;
469;zusammen;zusamen;1;162.000.000;238;8;7;5;2;2;CVC;omission;NO;NO;NO;m;-;Y;N;N;N;Y;N;double_consonant;;;;;;;;;;;;;;;;;;;;;
470;zusammen;zu sammen;1;162.000.000;206;8;9;-;-;-;-;split_in;YES;NO;NO;/;_;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
471;sammelten;samelten;1;533;992;9;8;3;1;1;CVC;omission;NO;NO;NO;m;-;Y;N;N;N;Y;N;double_consonant;;;;;;;;;;;;;;;;;;;;;
472;glôcklich;Glôcklich;1;32.900.000;32.900.000;9;9;1;1;1;CCVCC;no_capital_letter;NO;YES;NO;g;G;N;N;Y;N;Y;N;-;;;;;;;;;;;;;;;;;;;;;
473;krômeln;Grômeln;1;183;745;7;7;-;-;-;-;multierror;NO;YES;NO;k;G;N;N;N;N;N;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
474;krômeln;Krômeln;1;183;183;7;7;1;1;1;CCV;no_capital_letter;NO;YES;NO;k;K;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
475;krômeln;grômeln;1;183;745;7;7;1;1;1;CCV;substitution;NO;YES;NO;k;g;N;N;N;Y;N;Y;sound_sequence;;;;;;;;;;;;;;;;;;;;;
476;knuddeln;knudeln;1;466;10.1;8;7;4;1;1;CCVC;omission;NO;NO;NO;d;-;Y;N;Y;N;Y;N;double_consonant;;;;;;;;;;;;;;;;;;;;;
477;Blume;Blumme;1;15.400.000;13.8;5;6;4;2;2;CV;addition;NO;NO;NO;-;m;N;Y;N;N;N;Y;-;;;;;;;;;;;;;;;;;;;;;
478;rieche;riche;1;449;440;6;5;3;1;1;CVV;omission;NO;NO;NO;e;-;N;N;N;N;N;N;lengthening;;;;;;;;;;;;;;;;;;;;;
479;kennengelernt;kennergelert;2;4.940.000;4;13;12;-;-;-;-;multierror;NO;NO;NO;"n;n";r;"Y;Y";N;"N;N";N;"Y;Y";N;-;;;;;;;;;;;;;;;;;;;;;
480;kennengelernt;kennergelernt;1;4.940.000;4.37;13;13;6;2;2;CVC;substitution;NO;NO;NO;n;r;Y;N;N;N;Y;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
481;kennengelernt;kennengelert;1;4.940.000;8.47;13;12;12;4;4;CVCCC;omission;NO;NO;NO;n;-;Y;N;N;N;Y;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
482;Hoffnung;Hofnung;1;26.400.000;79.6;8;7;3;1;1;CVC;omission;NO;NO;NO;f;-;N;N;N;N;N;N;"double_consonant;derivation";;;;;;;;;;;;;;;;;;;;;
483;endlich;entlich;1;80.500.000;384;7;7;3;1;1;VCC;substitution;NO;NO;NO;d;t;Y;N;Y;N;Y;N;derivation;;;;;;;;;;;;;;;;;;;;;
484;waren;varen;1;305.000.000;305.000.000;5;5;1;1;1;CVCVC;substitution;NO;YES;NO;w;v;Y;Y;N;N;Y;Y;-;;;;;;;;;;;;;;;;;;;;;
485;ziemlich;zimlich;1;50.700.000;238;8;7;3;1;1;CVVC;omission;NO;NO;NO;e;-;N;N;N;N;N;N;lengthening;;;;;;;;;;;;;;;;;;;;;
486;Munition;Munditton;2;3.710.000;0;8;9;-;-;-;-;multierror;NO;NO;NO;i;"d;t";N;"Y;N";N;"Y;N";N;"Y;N";-;;;;;;;;;;;;;;;;;;;;;
487;Munition;Mundition;1;3.710.000;323;8;9;4;2;2;CV;addition;NO;NO;NO;-;d;N;Y;N;Y;N;Y;sound_sequence;;;;;;;;;;;;;;;;;;;;;
488;Munition;Munittion;1;3.710.000;3.95;8;9;5;3;3;CV;addition;NO;NO;NO;-;t;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
489;Munition;Muniton;1;3.710.000;13.3;8;7;6;3;3;CV;omission;NO;NO;NO;i;-;N;N;N;N;N;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
490;bevor;Befor;2;78.900.000;257;5;5;-;-;-;-;multierror;NO;YES;NO;"b;v";"B;f";"Y;Y";"N;N";"Y;N";"N;N";"Y;Y";"N;N";-;;;;;;;;;;;;;;;;;;;;;
491;bevor;Bevor;1;78.900.000;78.900.000;5;5;1;1;1;CV;no_capital_letter;NO;YES;NO;b;B;Y;N;Y;N;Y;N;-;;;;;;;;;;;;;;;;;;;;;
492;bevor;befor;1;78.900.000;257;5;5;3;2;2;CVC;substitution;NO;NO;NO;v;f;Y;N;N;N;Y;N;-;;;;;;;;;;;;;;;;;;;;;
493;fehlte;vehlte;1;6.740.000;277;6;6;1;1;1;CVC;substitution;NO;YES;NO;f;v;N;Y;N;N;N;Y;-;;;;;;;;;;;;;;;;;;;;;
494;Packung;packung;1;13.400.000;13.400.000;7;7;1;1;1;CVCC;capital_letter;NO;YES;NO;P;p;N;Y;N;Y;N;Y;-;;;;;;;;;;;;;;;;;;;;;
495;_sterreichischen;_sterreicheschen;1;56.100.000;1.51;16;16;11;-;-;-;substitution;NO;NO;NO;i;e;N;N;N;N;N;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
496;weil;weiel;1;217.000.000;12.2;4;5;4;1;1;CVVC;addition;NO;NO;NO;-;e;N;N;N;N;N;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
497;konnte;konte;1;119.000.000;204;6;5;3;1;1;CVCC;omission;NO;NO;NO;n;-;Y;N;N;N;Y;N;double_consonant;;;;;;;;;;;;;;;;;;;;;
498;arbeiteten;arbeitetten;1;2.640.000;97;10;11;8;-;-;-;addition;NO;NO;NO;-;t;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
499;Ritter;Rrtter;1;26.400.000;1.03;6;6;2;1;1;CVC;substitution;NO;NO;NO;i;r;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
500;abliefern;ablifern;1;537;1.05;9;8;5;2;2;CVV;omission;NO;NO;NO;e;-;N;N;N;N;N;N;lengthening;;;;;;;;;;;;;;;;;;;;;
501;lebten;lebtten;1;865;627;6;7;4;-;-;-;addition;NO;NO;NO;-;t;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
502;M_dchen;Madchen;1;107.000.000;462;7;7;2;1;1;CVC;substitution;NO;NO;NO;_;a;N;N;N;N;Y;Y;-;;;;;;;;;;;;;;;;;;;;;
503;Gestalt;gestalt;1;23.400.000;23.400.000;7;7;1;1;1;CV;capital_letter;NO;YES;NO;G;g;N;N;N;Y;N;Y;-;;;;;;;;;;;;;;;;;;;;;
504;und;unt;1;3.380.000.000;353;3;3;3;1;1;VCC;substitution;NO;NO;YES;d;t;Y;N;Y;N;Y;N;-;;;;;;;;;;;;;;;;;;;;;
505;wirkte;wirgte;1;6.510.000;324;6;6;4;2;2;CVC;substitution;NO;NO;NO;k;g;N;N;N;Y;N;Y;sound_sequence;;;;;;;;;;;;;;;;;;;;;
506;sp_ter;schpeter;3;120.000.000;2.99;6;8;-;-;-;-;multierror;NO;NO;NO;_;"c;h;e";N;"N;N;N";N;"N;Y;N";Y;"N;Y;N";-;;;;;;;;;;;;;;;;;;;;;
507;sp_ter;scp_ter;1;120.000.000;243;6;7;2;1;1;CCVCVC;addition;NO;NO;NO;-;c;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
508;sp_ter;shp_ter;1;120.000.000;57;6;7;2;1;1;CCVCVC;addition;NO;NO;NO;-;h;N;N;N;Y;N;Y;-;;;;;;;;;;;;;;;;;;;;;
509;sp_ter;speter;1;120.000.000;30.8;6;6;3;1;1;CCVCVC;substitution;NO;NO;NO;_;e;N;N;N;N;Y;N;-;;;;;;;;;;;;;;;;;;;;;
510;Essen;essen;1;235.000.000;235.000.000;5;5;1;1;1;VC;capital_letter;YES;YES;NO;E;e;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
511;holst;holzt;1;357;64.5;5;5;4;1;1;CVCC;substitution;YES;NO;NO;s;z;N;N;N;N;N;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
512;Schlickertôte;Schickertôte;1;801;1;13;12;4;-;-;-;omission;NO;NO;NO;l;-;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
513;ersten;erstehn;1;250.000.000;15.1;6;7;6;-;-;-;addition;NO;NO;NO;-;h;N;N;N;Y;N;Y;false_lengthening;;;;;;;;;;;;;;;;;;;;;
514;Fussball;fussball;1;41.900.000;41.900.000;8;8;1;1;1;CVCC;capital_letter;NO;YES;NO;F;f;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
515;da;dar;1;833.000.000;342.000.000;2;3;3;1;1;CV;omission;NO;NO;YES;-;r;N;N;N;N;N;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
516;wenn;wen;1;783.000.000;57.300.000;4;3;3;1;1;CVCC;omission;YES;NO;YES;n;-;Y;N;N;N;Y;N;double_consonant;;;;;;;;;;;;;;;;;;;;;
517;Verlierer;Verlirer;1;3.600.000;2.1;9;8;6;2;2;CVV;omission;NO;NO;NO;e;-;N;N;N;N;N;N;lengthening;;;;;;;;;;;;;;;;;;;;;
518;Anstoss;Anschdos;4;446;3;7;8;-;-;-;-;multierror;NO;NO;YES;"t;s";"c;h;d";"N;N";"N;N;Y";"N;N";"N;Y;Y";"N;N";"N;Y;Y";-;;;;;;;;;;;;;;;;;;;;;
519;Anstoss;Ansctoss;1;446;430;7;8;4;2;2;CCVC;addition;NO;NO;NO;-;c;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
520;Anstoss;Anshtoss;1;446;25;7;8;4;2;2;CCVC;addition;NO;NO;NO;-;h;N;N;N;Y;N;Y;-;;;;;;;;;;;;;;;;;;;;;
521;Anstoss;Ansdoss;1;446;61;7;7;4;2;2;CCVC;substitution;NO;NO;NO;t;d;N;Y;N;Y;N;Y;-;;;;;;;;;;;;;;;;;;;;;
522;Anstoss;Anstos;1;446;12.6;7;6;7;2;2;CCVC;omission;NO;NO;YES;s;-;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
523;alle;ale;1;2.050.000.000;13.600.000;4;3;2;1;1;VC;omission;YES;NO;NO;l;-;N;N;N;N;N;N;double_consonant;;;;;;;;;;;;;;;;;;;;;
524;dadurch;dahdurch;1;95.800.000;190;7;8;3;1;1;CV;addition;NO;NO;NO;-;h;N;N;N;Y;N;Y;false_lengthening;;;;;;;;;;;;;;;;;;;;;
525;Sekunden;Sekonnden;2;31.200.000;0;8;9;-;-;-;-;multierror;NO;NO;NO;u;"o;n";Y;"N;Y";N;"N;N";Y;"Y;Y";-;;;;;;;;;;;;;;;;;;;;;
526;Sekunden;Sekonden;1;31.200.000;1.35;8;8;4;2;2;CVC;substitution;NO;NO;NO;u;o;Y;N;N;N;Y;Y;sound_sequence;;;;;;;;;;;;;;;;;;;;;
527;Sekunden;Sekunnden;1;31.200.000;1;8;9;5;2;2;CVC;addition;NO;NO;NO;-;n;N;Y;N;N;N;Y;-;;;;;;;;;;;;;;;;;;;;;
528;stutzt;stuzt;1;191;3.11;6;5;4;1;1;CCVCCC;omission;NO;NO;NO;t;-;N;N;N;N;N;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
529;anschliessen;antschlizen;4;846;0;12;11;-;-;-;-;multierror;NO;NO;NO;"e;s;s";"t;z";"N;N;N";"N;N";"N;N;N";"N;N";"N;N;N";"N;N";-;;;;;;;;;;;;;;;;;;;;;
530;anschliessen;antschliessen;1;846;28;12;13;3;1;1;VC;addition;NO;NO;NO;-;t;N;N;N;N;N;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
531;anschliessen;anschlissen;1;846;22.8;12;11;8;2;2;CCCCVV;omission;NO;NO;NO;e;-;N;N;N;N;N;N;lengthening;;;;;;;;;;;;;;;;;;;;;
532;anschliessen;anschliezen;2;846;343;12;11;9;2;2;CCCCVV;substitution;NO;NO;NO;ss;z;"N;N";N;"N;N";N;"N;N";N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
533;wollte;wohlte;1;95.800.000;7.73;6;6;3;1;1;CVC;substitution;NO;NO;NO;l;h;N;N;N;Y;N;Y;double_consonant;;;;;;;;;;;;;;;;;;;;;
534;geschubst;geschupst;1;296;24.6;9;9;7;2;2;CCCVC;substitution;NO;NO;NO;b;p;Y;Y;Y;Y;Y;Y;sound_sequence;;;;;;;;;;;;;;;;;;;;;
535;hatte;hate;1;256.000.000;7.500.000;5;4;3;1;1;CVC;omission;NO;NO;NO;t;-;N;N;N;N;N;N;double_consonant;;;;;;;;;;;;;;;;;;;;;
536;letzte;leste;2;196.000.000;9.380.000;6;5;-;-;-;-;multierror;NO;NO;NO;"t;z";s;"N;N";N;"N;N";N;"N;N";N;-;;;;;;;;;;;;;;;;;;;;;
537;letzte;lezte;1;196.000.000;160;6;5;3;1;1;CVCC;omission;NO;NO;NO;t;-;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
538;letzte;letste;1;196.000.000;31.3;6;6;4;1;1;CVCC;substitution;NO;NO;NO;z;s;N;N;N;N;N;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
539;Pause;pause;1;54.000.000;54.000.000;5;5;1;1;1;CVV;capital_letter;NO;YES;NO;P;p;N;Y;N;Y;N;Y;-;;;;;;;;;;;;;;;;;;;;;
540;besten;beste;1;217.000.000;234.000.000;6;5;6;2;2;CVC;omission;YES;NO;YES;n;-;Y;N;N;N;Y;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
541;kam;kamm;1;141.000.000;376;3;4;4;1;1;CVC;addition;NO;NO;YES;-;m;N;Y;N;N;N;Y;false_lengthening;;;;;;;;;;;;;;;;;;;;;
542;Freundin;Freunden;1;28.500.000;50.800.000;8;8;7;2;2;CVC;substitution;YES;NO;NO;i;e;N;N;N;N;N;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
543;M_dchen;m_dchen;1;108.000.000;108.000.000;7;7;1;1;1;CVC;capital_letter;NO;YES;NO;M;m;N;Y;N;N;N;Y;-;;;;;;;;;;;;;;;;;;;;;
544;versucht;fersucht;1;39.100.000;16.4;8;8;1;1;1;CVC;substitution;NO;YES;NO;v;f;Y;N;N;N;Y;N;-;;;;;;;;;;;;;;;;;;;;;
545;unser Problem;unserbroblem;2;385;1;13;12;-;-;-;-;multierror;NO;NO;NO;"_;P";"/;b";"N;N";"N;Y";"N;N";"N;Y";"N;N";"N;Y";-;;;;;;;;;;;;;;;;;;;;;
546;unser Problem;unserProblem;1;385;455;13;12;-;-;-;-;split_in;NO;NO;NO;_;/;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
547;unser Problem;unser Broblem;1;385;31;13;13;-;-;-;-;substitution;NO;YES;NO;B;P;N;N;N;N;N;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
548;unser Problem;unser problem;1;385;385;13;13;-;-;-;-;capital_letter;NO;YES;NO;P;p;N;Y;N;Y;N;Y;-;;;;;;;;;;;;;;;;;;;;;
549;Problem;Porblem;1;385;56.3;7;7;-;-;-;-;transposition;NO;NO;NO;o-r;r-o;"N;N;N";"N;N;N";"N;N;N";"N;N;N";"Y;N;N";"N;N;Y";-;;;;;;;;;;;;;;;;;;;;;
550;Brille;brille;1;19.400.000;19.400.000;6;6;1;1;1;CCVC;capital_letter;NO;YES;NO;B;b;N;Y;N;Y;N;Y;-;;;;;;;;;;;;;;;;;;;;;
